Index,Livres,Prix,Stock
955,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",R$46.96,1
956,Paradise Lost (Paradise #1),R$24.96,1
957,"Paper Girls, Vol. 1 (Paper Girls #1-5)",R$21.71,1
958,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",R$29.87,1
959,Origins (Alphas 0.5),R$28.99,1
960,One Second (Seven #7),R$52.94,1
961,On the Road (Duluoz Legend),R$32.36,1
962,Old Records Never Die: One Man's Quest for His Vinyl and His Past,R$55.66,1
963,Off Sides (Off #1),R$39.45,1
964,Of Mice and Men,R$47.11,1
965,Myriad (Prentor #1),R$58.75,1
966,My Perfect Mistake (Over the Top #1),R$38.92,1
967,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",R$39.39,1
968,Meditations,R$25.89,1
969,Matilda,R$28.34,1
970,Lost Among the Living,R$27.70,1
971,Lord of the Flies,R$24.89,1
972,Listen to Me (Fusion #1),R$58.99,1
973,Kitchens of the Great Midwest,R$57.20,1
974,Jane Eyre,R$38.43,1
975,Imperfect Harmony,R$34.74,1
976,Icing (Aces Hockey #2),R$40.44,1
977,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",R$45.24,1
978,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),R$34.96,1
979,"Giant Days, Vol. 1 (Giant Days #1-4)",R$56.76,1
980,"Fruits Basket, Vol. 1 (Fruits Basket #1)",R$40.28,1
981,Frankenstein,R$38.00,1
982,Forever Rockers (The Rocker #12),R$28.80,1
983,Fighting Fate (Fighting #6),R$39.24,1
984,Emma,R$32.93,1
985,"Eat, Pray, Love",R$51.32,1
986,Deep Under (Walker Security #1),R$47.09,1
987,Choosing Our Religion: The Spiritual Lives of America's Nones,R$28.42,1
988,Charlie and the Chocolate Factory (Charlie Bucket #1),R$22.85,1
989,Charity's Cross (Charles Towne Belles #4),R$41.24,1
990,Bright Lines,R$39.07,1
991,Bridget Jones's Diary (Bridget Jones #1),R$29.82,1
992,Bounty (Colorado Mountain #7),R$37.26,1
993,Blood Defense (Samantha Brinkman #1),R$20.30,1
994,"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",R$34.65,1
995,Beyond Good and Evil,R$43.38,1
996,Alice in Wonderland (Alice's Adventures in Wonderland #1),R$55.53,1
997,"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",R$57.06,1
998,A Spy's Devotion (The Regency Spies of London #1),R$16.97,1
999,1st to Die (Women's Murder Club #1),R$53.98,1
1000,"1,000 Places to See Before You Die",R$26.08,1
